,location,size,total_sqft,bath,price
6130,Hoodi,2.0,1305.0,2.0,75.0
6131,Sarjapur,4.0,2100.0,3.0,125.0
6133,Horamavu Banaswadi,2.0,1225.0,2.0,49.5
6134,Hennur,2.0,1255.0,2.0,55.5
6136,Uttarahalli,6.0,3600.0,6.0,303.0
6141,Hennur Road,2.0,1232.0,2.0,89.0
6142,Thanisandra,3.0,1732.0,3.0,85.73
6143,Yelahanka,3.0,1614.0,2.0,100.0
6144,Magadi Road,2.0,600.0,1.0,22.0
6145,Thigalarapalya,3.0,2072.0,4.0,155.0
6150,Marsur,3.0,1200.0,3.0,150.0
6151,other,4.0,2849.0,5.0,250.0
6153,Whitefield,2.0,1216.0,2.0,75.0
6154,Lingadheeranahalli,4.0,2245.0,4.0,154.0
6155,Bannerghatta Road,3.0,1476.0,3.0,125.0
6156,Ambedkar Nagar,3.0,1852.0,3.0,130.0
6159,Jakkur,3.0,2423.0,4.0,160.0
6160,Marathahalli,2.0,1152.0,2.0,90.0
6161,Harlur,3.0,1762.0,3.0,133.0
6162,Kammasandra,3.0,1400.0,3.0,92.0
6163,Rachenahalli,3.0,1530.0,2.0,74.4
6164,other,6.0,2400.0,6.0,400.0
6165,Raja Rajeshwari Nagar,2.0,1185.0,2.0,40.17
6166,Yelahanka,3.0,1890.0,3.0,108.0
6167,Varthur Road,3.0,1247.0,2.0,58.0
6170,Bellandur,2.0,1201.0,2.0,59.99
6172,Electronic City Phase II,2.0,1165.0,2.0,30.29
6173,Bommanahalli,2.0,1100.0,1.0,55.0
6174,9th Phase JP Nagar,3.0,1890.0,2.0,93.0
6177,Battarahalli,2.0,1165.0,2.0,43.0
6180,Uttarahalli,4.0,1200.0,4.0,179.0
6181,Electronics City Phase 1,1.0,635.0,1.0,26.0
6182,Whitefield,4.0,4000.0,4.0,380.0
6185,Jakkur,3.0,1819.18,3.0,168.0
6186,Kanakapura,3.0,1500.0,3.0,125.0
6188,Benson Town,3.0,2850.0,4.0,470.0
6190,other,4.0,4750.0,6.0,1102.0
6191,Bommasandra,2.0,1020.0,2.0,40.89
6193,Talaghattapura,3.0,1856.0,3.0,135.0
6197,Haralur Road,2.0,1300.0,2.0,60.0
6199,Bellandur,2.0,1325.0,2.0,65.0
6202,Ramamurthy Nagar,2.0,700.0,2.0,33.0
6203,7th Phase JP Nagar,3.0,1675.0,2.0,135.0
6205,Kodihalli,4.0,3260.0,5.0,388.0
6207,Uttarahalli,2.0,1160.0,2.0,45.0
6209,Sahakara Nagar,3.0,1914.0,3.0,149.0
6210,BTM Layout,3.0,1458.0,3.0,79.0
6212,Babusapalaya,2.0,1105.0,2.0,40.0
6213,Hulimavu,3.0,3035.0,5.0,220.0
6215,Akshaya Nagar,3.0,1662.0,3.0,90.0
6216,Yelahanka,3.0,1556.0,3.0,86.0
6217,Jigani,2.0,918.0,2.0,50.0
6218,Sarjapur  Road,3.0,1455.0,2.0,98.0
6220,BEML Layout,2.0,1194.0,2.0,65.0
6221,Laggere,2.0,1200.0,2.0,75.0
6224,Subramanyapura,2.0,929.0,2.0,56.0
6225,Frazer Town,4.0,3436.0,5.0,341.0
6226,7th Phase JP Nagar,2.0,1035.0,2.0,39.33
6228,Channasandra,2.0,1065.0,2.0,40.47
6229,Bannerghatta Road,3.0,1532.5,3.0,84.29
6232,Hormavu,2.0,1093.0,2.0,32.78
6233,Anandapura,2.0,1250.0,2.0,45.0
6234,Marathahalli,3.0,1680.0,3.0,105.0
6235,Nagarbhavi,2.0,1146.0,2.0,50.0
6239,Gottigere,3.0,1435.0,2.0,62.0
6240,Devanahalli,1.0,658.0,1.0,26.91
6243,Marathahalli,3.0,1910.0,3.0,119.0
6244,Yelahanka,3.0,1610.0,4.0,85.0
6245,Hulimavu,2.0,1127.0,2.0,65.0
6247,Mysore Road,2.0,1155.0,2.0,51.0
6250,other,3.0,2200.0,4.0,160.0
6251,Billekahalli,3.0,2400.0,3.0,150.0
6252,Chandapura,2.0,876.0,2.0,29.5
6254,Kadugodi,2.0,1314.0,2.0,83.0
6255,Rachenahalli,1.0,690.0,1.0,39.8
6256,Electronic City Phase II,4.0,3550.0,2.0,167.5
6258,Bommasandra,2.0,920.0,2.0,37.2
6259,Sarjapur  Road,3.0,1850.0,3.0,140.0
6260,Electronic City,2.0,1073.0,2.0,60.0
6263,Kalyan nagar,2.0,1198.0,2.0,65.0
6265,other,3.0,1900.0,3.0,155.0
6266,Ramagondanahalli,3.0,1910.0,3.0,142.0
6267,Mysore Road,2.0,1003.0,2.0,43.0
6271,Sarakki Nagar,4.0,2400.0,4.0,358.0
6272,other,2.0,1200.0,1.0,95.0
6274,other,7.0,5400.0,5.0,972.0
6276,Hosur Road,3.0,1689.0,3.0,103.0
6277,Electronic City Phase II,2.0,1031.0,2.0,53.0
6282,other,4.0,1350.0,4.0,225.0
6284,Hennur Road,3.0,1250.0,2.0,77.88
6285,other,2.0,1100.0,2.0,110.0
6288,Electronic City,3.0,1500.0,2.0,78.0
6289,other,3.0,1942.0,3.0,155.0
6290,Haralur Road,3.0,1985.0,3.0,130.0
6291,Sarjapur  Road,1.0,950.0,1.0,39.9
6292,other,3.0,1200.0,4.0,80.0
6293,Green Glen Layout,3.0,1752.0,3.0,105.0
6294,Abbigere,4.0,1200.0,3.0,120.0
6296,Old Madras Road,3.0,1480.0,2.0,84.0
6298,Sarjapur  Road,3.0,1826.0,3.0,130.0
6299,8th Phase JP Nagar,2.0,1035.0,2.0,39.33
6301,Kasavanhalli,3.0,1667.0,3.0,92.0
6302,Thanisandra,2.0,934.0,2.0,55.0
6306,Hosur Road,5.0,3600.0,5.0,180.0
6307,Uttarahalli,3.0,1280.0,2.0,60.0
6314,other,3.0,1515.0,3.0,90.0
6315,Thigalarapalya,3.0,1830.0,4.0,150.0
6317,BTM Layout,2.0,935.0,2.0,51.5
6318,Jakkur,3.0,2197.0,3.0,136.0
6322,Jakkur,2.0,1125.0,2.0,65.0
6324,Thubarahalli,2.0,1200.0,2.0,79.0
6327,Seegehalli,2.0,920.0,2.0,27.0
6328,Yelahanka,1.0,651.0,1.0,17.5
6329,Chikkabanavar,2.0,600.0,1.0,25.0
6330,Chandapura,1.0,645.0,1.0,16.45
6332,Electronics City Phase 1,2.0,1190.0,2.0,68.0
6336,KR Puram,2.0,1200.0,1.0,65.0
6339,Yelahanka New Town,1.0,500.0,2.0,24.0
6340,Bommasandra Industrial Area,3.0,1250.0,3.0,50.0
6342,Ambalipura,4.0,3300.0,4.0,329.0
6345,Rajaji Nagar,2.0,1357.0,2.0,130.0
6346,Hosakerehalli,2.0,925.0,2.0,46.5
6347,8th Phase JP Nagar,2.0,909.0,2.0,40.9
6348,Seegehalli,3.0,3000.0,5.0,335.0
6349,Brookefield,2.0,1100.0,2.0,55.0
6351,Vidyaranyapura,2.0,1100.0,2.0,54.0
6352,Subramanyapura,2.0,975.0,2.0,65.0
6353,Raja Rajeshwari Nagar,2.0,1306.0,2.0,44.17
6354,other,4.0,1200.0,4.0,95.0
6355,Kalena Agrahara,1.0,610.0,1.0,39.0
6357,Ramamurthy Nagar,2.0,1125.0,2.0,47.0
6358,Bhoganhalli,2.0,1447.0,2.0,75.97
6363,Horamavu Banaswadi,2.0,1272.0,2.0,51.5
6366,1st Phase JP Nagar,1.0,840.0,2.0,50.0
6367,Hennur Road,4.0,2502.0,4.0,180.0
6368,Rayasandra,1.0,583.0,1.0,26.9
6372,Kanakapura,3.0,2200.0,3.0,121.0
6373,Whitefield,1.0,750.0,1.0,51.0
6377,other,1.0,1200.0,1.0,69.0
6378,Hormavu,2.0,1260.0,2.0,35.0
6380,Hosakerehalli,3.0,2480.0,4.0,260.0
6381,Vishwapriya Layout,3.0,1250.0,3.0,38.0
6382,Kaggadasapura,3.0,1500.0,3.0,75.0
6383,Banashankari Stage V,3.0,1510.0,3.0,47.57
6384,7th Phase JP Nagar,2.0,1187.0,2.0,59.0
6385,Kundalahalli,2.0,1120.0,2.0,53.76
6387,other,3.0,1717.0,3.0,99.0
6389,Kasturi Nagar,2.0,1100.0,2.0,58.0
6390,other,1.0,1200.0,1.0,48.0
6393,other,5.0,4050.0,4.0,600.0
6394,Haralur Road,3.0,1255.0,2.0,90.0
6395,5th Phase JP Nagar,2.0,1220.0,2.0,88.0
6396,Electronic City Phase II,2.0,1065.0,2.0,30.88
6398,Bellandur,2.0,1281.0,2.0,87.0
6400,Kaggadasapura,2.0,1215.0,2.0,43.0
6401,Ananth Nagar,4.0,1200.0,3.0,87.0
6402,Mysore Road,2.0,1237.0,2.0,73.0
6403,Lakshminarayana Pura,2.0,1300.0,2.0,70.0
6407,Banashankari,2.0,1186.0,2.0,65.0
6409,Kengeri,2.0,750.0,2.0,35.5
6410,Varthur,2.0,1083.0,2.0,28.0
6412,Thanisandra,2.0,1056.0,2.0,68.0
6414,Banashankari,3.0,1650.0,3.0,101.0
6416,Rayasandra,2.0,1198.0,2.0,54.0
6420,Kanakapura,2.0,1340.0,2.0,65.0
6422,Giri Nagar,6.0,2400.0,6.0,400.0
6424,Yelahanka,2.0,1260.0,2.0,59.2
6425,Talaghattapura,3.0,2254.0,3.0,153.0
6426,Old Madras Road,3.0,2990.0,5.0,210.0
6427,other,4.0,1800.0,5.0,250.0
6428,JP Nagar,2.0,820.0,2.0,45.0
6429,Electronic City,2.0,1296.0,2.0,65.0
6430,Uttarahalli,2.0,1190.0,2.0,53.55
6431,Whitefield,2.0,1173.0,2.0,77.0
6432,Sarjapura - Attibele Road,3.0,1800.0,3.0,90.0
6433,Yelahanka,2.0,1102.0,2.0,52.0
6434,Sarjapur,2.0,913.0,2.0,36.0
6437,Billekahalli,3.0,2968.0,3.0,225.0
6439,Hosur Road,2.0,1345.0,2.0,106.0
6440,other,3.0,1594.0,3.0,99.0
6442,Haralur Road,2.0,1056.0,2.0,60.0
6443,Whitefield,3.0,1200.0,3.0,68.4
6446,other,2.0,1464.0,2.0,145.0
6448,Gollarapalya Hosahalli,2.0,861.0,2.0,36.5
6449,Kundalahalli,2.0,1047.0,2.0,82.62
6453,Rajaji Nagar,3.0,2300.0,3.0,369.0
6454,Ramamurthy Nagar,2.0,1000.0,2.0,62.0
6455,Lingadheeranahalli,3.0,1682.0,3.0,113.0
6456,Harlur,3.0,1756.0,3.0,131.0
6457,other,5.0,4000.0,4.0,1000.0
6459,Vittasandra,2.0,1238.0,2.0,67.32
6460,Dasanapura,2.0,814.0,2.0,42.0
6461,Dodda Nekkundi,2.0,1145.0,2.0,46.5
6462,Varthur,2.0,965.0,2.0,34.0
6465,1st Phase JP Nagar,3.0,1590.0,3.0,131.0
6466,Begur Road,1.0,644.0,1.0,40.0
6468,Indira Nagar,2.0,1260.0,2.0,100.0
6469,Rayasandra,3.0,1555.0,3.0,75.17
6470,other,4.0,2500.0,4.0,450.0
6471,Kaggadasapura,2.0,1225.0,2.0,48.0
6473,Rajaji Nagar,3.0,1640.0,3.0,220.0
6474,Thanisandra,3.0,1595.0,3.0,110.0
6475,Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.44
6476,Yelahanka,3.0,1859.0,3.0,108.0
6477,9th Phase JP Nagar,2.0,1079.0,2.0,60.0
6480,CV Raman Nagar,2.0,1198.0,2.0,60.0
6482,Thigalarapalya,3.0,1830.0,4.0,135.0
6483,Banashankari Stage VI,2.0,1160.0,2.0,59.0
6484,other,3.0,1485.0,2.0,156.0
6485,other,3.0,2070.0,3.0,135.0
6487,Kannamangala,2.0,957.0,2.0,52.5
6488,Basaveshwara Nagar,5.0,2400.0,4.0,310.0
6489,Bannerghatta Road,2.0,1268.0,2.0,69.0
6490,Bannerghatta Road,3.0,1450.0,2.0,87.0
6492,Uttarahalli,3.0,1330.0,2.0,57.0
6494,Horamavu Banaswadi,2.0,1272.0,2.0,51.5
6497,Chikkalasandra,2.0,1075.0,2.0,46.76
6499,Vasanthapura,2.0,995.0,2.0,34.82
6501,Haralur Road,2.0,1140.0,2.0,42.0
6502,other,3.0,1480.0,2.0,125.0
6504,Talaghattapura,3.0,2106.0,3.0,148.0
6508,Marathahalli,2.0,1602.0,2.0,104.0
6509,Sarjapur  Road,3.0,1660.0,2.0,116.0
6510,Electronic City Phase II,3.0,1549.0,3.0,80.0
6511,Marathahalli,1.0,700.0,1.0,38.0
6512,Balagere,2.0,1012.0,2.0,64.0
6513,Marathahalli,3.0,1469.0,3.0,89.0
6514,Whitefield,2.0,1216.0,2.0,69.0
6515,Electronic City Phase II,2.0,1065.0,2.0,56.13
6516,Thanisandra,3.0,1411.0,3.0,93.15
6517,Pai Layout,2.0,1400.0,2.0,57.5
6519,Haralur Road,2.0,1245.0,2.0,62.0
6520,Choodasandra,2.0,1115.0,2.0,50.0
6521,Vidyaranyapura,2.0,1000.0,2.0,35.0
6524,other,2.0,1500.0,2.0,130.0
6525,Chandapura,1.0,645.0,1.0,16.45
6527,Kasavanhalli,3.0,1494.0,3.0,82.0
6528,Bhoganhalli,3.0,1949.0,3.0,129.0
6529,BTM Layout,2.0,1020.0,2.0,46.5
6530,Mysore Road,2.0,883.0,2.0,45.0
6531,Old Airport Road,4.0,3200.0,4.0,280.0
6534,other,3.0,2010.0,3.0,125.0
6535,Yeshwanthpur,2.0,1240.0,2.0,80.0
6536,6th Phase JP Nagar,2.0,1213.0,2.0,63.0
6539,Bannerghatta Road,4.0,2932.0,5.0,195.0
6540,Whitefield,4.0,3425.0,5.0,250.0
6541,Gottigere,2.0,945.0,2.0,45.0
6542,other,3.0,1504.0,2.0,100.0
6543,Lakshminarayana Pura,3.0,1569.0,3.0,150.0
6544,Harlur,3.0,1755.0,3.0,130.0
6545,Vijayanagar,3.0,1760.0,3.0,140.0
6546,Hoodi,2.0,1240.0,2.0,43.94
6547,Electronics City Phase 1,3.0,1450.0,3.0,72.54
6548,5th Phase JP Nagar,2.0,1000.0,2.0,48.0
6550,Thyagaraja Nagar,5.0,2000.0,4.0,145.0
6551,Choodasandra,2.0,1215.0,2.0,59.0
6554,Raja Rajeshwari Nagar,2.0,1178.0,2.0,75.0
6555,Hulimavu,4.0,1500.0,4.0,192.0
6558,other,3.0,1602.0,2.0,165.0
6559,other,4.0,1200.0,4.0,130.0
6560,Parappana Agrahara,2.0,1194.0,2.0,46.0
6561,other,3.0,1800.0,3.0,220.0
6562,Dasarahalli,3.0,2400.0,2.0,152.0
6563,Sarjapur  Road,3.0,1700.0,3.0,108.0
6564,Jigani,3.0,1200.0,3.0,65.0
6566,Karuna Nagar,3.0,1240.0,3.0,165.0
6567,Whitefield,3.0,3000.0,3.0,400.0
6569,TC Palaya,2.0,900.0,2.0,55.0
6571,CV Raman Nagar,2.0,1560.0,2.0,85.0
6572,Kambipura,2.0,883.0,2.0,44.0
6573,Kengeri Satellite Town,2.0,750.0,2.0,33.0
6576,Hormavu,2.0,1030.0,2.0,49.35
6577,7th Phase JP Nagar,3.0,1850.0,3.0,155.0
6578,Hennur Road,3.0,1831.0,3.0,110.0
6582,7th Phase JP Nagar,2.0,1000.0,2.0,61.0
6586,Electronics City Phase 1,1.0,360.0,1.0,16.9
6587,Kadugodi,1.0,925.0,1.0,40.7
6588,Electronic City,2.0,1140.0,2.0,70.93
6590,other,3.0,1862.0,3.0,120.0
6591,Devarachikkanahalli,2.0,947.0,2.0,43.0
6594,Kalena Agrahara,2.0,1120.0,2.0,40.0
6595,other,3.0,2700.0,3.0,200.0
6597,Basavangudi,2.0,1100.0,2.0,93.0
6598,Bommenahalli,4.0,1355.0,3.0,135.0
6599,other,3.0,1677.0,3.0,98.0
6601,Uttarahalli,3.0,1560.0,3.0,74.0
6602,Arekere,3.0,2060.0,3.0,150.0
6604,Harlur,3.0,1864.0,3.0,140.0
6605,Electronics City Phase 1,1.0,638.0,1.0,32.0
6608,Chandapura,2.0,937.0,2.0,30.0
6609,other,3.0,1490.0,2.0,115.0
6611,Whitefield,4.0,4003.0,6.0,525.0
6613,Thigalarapalya,2.0,1000.0,2.0,48.53
6614,Horamavu Agara,2.0,1060.0,2.0,37.0
6615,Kundalahalli,2.0,1047.0,2.0,91.0
6616,Basaveshwara Nagar,2.0,1200.0,2.0,80.0
6617,Akshaya Nagar,3.0,1420.0,2.0,75.0
6618,Sarjapur  Road,3.0,1539.0,3.0,85.0
6622,Seegehalli,3.0,1553.0,3.0,68.0
6623,Electronic City Phase II,2.0,920.0,2.0,26.0
6624,other,3.0,1740.0,3.0,120.0
6625,OMBR Layout,3.0,1855.0,3.0,145.0
6626,Kundalahalli,3.0,1724.0,3.0,146.0
6631,Thubarahalli,2.0,1200.0,2.0,80.0
6632,Haralur Road,2.0,1140.0,2.0,58.0
6634,other,1.0,550.0,1.0,16.0
6644,Sarjapur  Road,3.0,1489.0,2.0,82.0
6646,Haralur Road,2.0,1140.0,2.0,42.0
6648,Lingadheeranahalli,3.0,1682.0,3.0,114.0
6649,Panathur,2.0,1198.0,2.0,86.26
6652,Kodichikkanahalli,2.0,1026.0,2.0,45.0
6655,Sarjapur  Road,1.0,539.0,1.0,45.0
6657,Attibele,3.0,2400.0,3.0,120.0
6658,Thubarahalli,2.0,1200.0,2.0,79.55
6659,Kundalahalli,4.0,2500.0,5.0,350.0
6662,other,4.0,1500.0,5.0,233.0
6663,Gottigere,5.0,1500.0,4.0,100.0
6665,Brookefield,2.0,1225.0,2.0,66.5
6666,Bommanahalli,2.0,1350.0,2.0,72.0
6670,other,3.0,1520.0,3.0,111.0
6671,Whitefield,4.0,4100.0,4.0,550.0
6674,other,4.0,1200.0,4.0,86.0
6675,other,5.0,2500.0,6.0,500.0
6676,Yelahanka,2.0,1322.0,2.0,80.0
6677,Whitefield,3.0,2173.0,3.0,128.0
6678,Sarjapur  Road,2.0,1200.0,2.0,75.0
6679,Thubarahalli,2.0,1200.0,2.0,47.0
6680,Mysore Road,2.0,1170.0,2.0,65.0
6681,NRI Layout,2.0,1125.0,2.0,45.56
6682,Devanahalli,1.0,698.5,1.0,28.57
6684,Chandapura,2.0,1025.0,2.0,27.68
6686,other,3.0,1900.0,2.0,190.0
6688,Electronics City Phase 1,2.0,1175.0,2.0,64.98
6691,Electronics City Phase 1,1.0,585.0,1.0,21.0
6692,Jigani,4.0,3170.0,5.0,230.0
6693,other,3.0,1602.0,2.0,170.0
6695,Rajaji Nagar,3.0,2500.0,3.0,350.0
6696,Sarjapur  Road,3.0,2145.0,3.0,180.0
6697,Bannerghatta Road,2.0,960.0,2.0,58.0
6698,NGR Layout,1.0,907.0,1.0,38.0
6699,Old Madras Road,2.0,1210.0,2.0,74.0
6702,5th Phase JP Nagar,3.0,1350.0,2.0,75.0
6703,Kenchenahalli,2.0,1150.0,2.0,58.0
6704,Sarjapur,3.0,1404.0,2.0,53.35
6705,OMBR Layout,2.0,1050.0,2.0,48.0
6708,Hormavu,2.0,1018.0,2.0,50.8
6709,Hoskote,3.0,1200.0,3.0,57.0
6711,other,3.0,1600.0,3.0,95.0
6712,9th Phase JP Nagar,2.0,1480.0,2.0,80.0
6713,Kodichikkanahalli,5.0,2500.0,7.0,125.0
6714,Kaval Byrasandra,1.0,480.0,1.0,25.0
6716,other,1.0,450.0,1.0,60.0
6717,other,1.0,600.0,2.0,23.0
6718,CV Raman Nagar,3.0,1590.0,2.0,85.0
6720,Nagavara,2.0,936.0,2.0,40.2
6721,Banashankari,2.0,1181.0,2.0,75.0
6722,Kengeri,3.0,1741.0,3.0,80.0
6723,JP Nagar,3.0,1750.0,3.0,123.0
6724,Varthur Road,2.0,1050.0,2.0,42.7
6725,Tumkur Road,2.0,1027.0,2.0,60.0
6727,other,4.0,3463.0,6.0,310.0
6730,Sahakara Nagar,2.0,1000.0,2.0,60.0
6731,Varthur,2.0,1120.0,2.0,44.24
6734,Kasturi Nagar,3.0,1570.0,3.0,110.0
6736,Frazer Town,2.0,1315.0,2.0,140.0
6737,Electronic City Phase II,2.0,1140.0,2.0,33.84
6738,Banashankari,2.0,1105.0,2.0,90.0
6740,Whitefield,1.0,905.0,1.0,62.0
6741,HSR Layout,4.0,2400.0,4.0,350.0
6742,Kudlu Gate,2.0,1185.0,2.0,50.0
6743,Koramangala,2.0,1083.0,2.0,100.0
6744,Rayasandra,3.0,1458.0,3.0,60.0
6745,Hormavu,3.0,1555.0,3.0,75.0
6748,Kudlu,2.0,1024.0,2.0,44.0
6749,Parappana Agrahara,2.0,1194.0,2.0,47.0
6750,Kanakapura,3.0,1450.0,3.0,75.0
6751,Seegehalli,3.0,1639.0,3.0,120.0
6752,Whitefield,3.0,1870.0,3.0,138.0
6753,Hennur Road,2.0,1232.0,2.0,87.0
6754,Kasavanhalli,3.0,1719.0,3.0,184.0
6756,other,3.0,2000.0,4.0,130.0
6757,Jakkur,2.0,1230.0,2.0,79.0
6758,other,4.0,1350.0,4.0,140.0
6759,KR Puram,2.0,1076.0,2.0,67.0
6760,Kumaraswami Layout,7.0,2400.0,7.0,125.0
6762,Kodigehaali,3.0,2120.0,3.0,177.0
6763,other,6.0,2400.0,7.0,460.0
6766,Horamavu Agara,2.0,1107.83,2.0,41.51
6767,Chamrajpet,1.0,505.0,1.0,85.0
6768,Sarjapur  Road,2.0,1320.0,2.0,115.0
6769,8th Phase JP Nagar,3.0,1431.5,3.0,72.02
6770,Whitefield,2.0,1320.0,2.0,99.26
6771,Whitefield,3.0,2901.0,4.0,190.0
6772,GM Palaya,3.0,1315.0,2.0,65.0
6775,Bannerghatta Road,3.0,1750.0,3.0,130.0
6776,Whitefield,4.0,2403.0,4.0,270.0
6778,Old Madras Road,4.0,4062.5,2.0,341.0
6780,Talaghattapura,2.0,921.0,2.0,29.47
6782,Sultan Palaya,3.0,1713.0,3.0,125.0
6784,8th Phase JP Nagar,3.0,1900.0,4.0,90.0
6786,Binny Pete,3.0,1795.0,3.0,139.0
6787,Kereguddadahalli,1.0,600.0,1.0,19.5
6788,Hoodi,2.0,1240.0,2.0,65.0
6789,Hegde Nagar,3.0,1965.0,4.0,132.0
6791,Sarjapur,4.0,4111.0,4.0,370.0
6795,Mahadevpura,2.0,1136.0,2.0,64.5
6796,Jigani,2.0,914.0,2.0,55.0
6801,Yelahanka,2.0,845.0,2.0,43.0
6802,Whitefield,2.0,1485.0,2.0,96.51
6806,Singasandra,2.0,1375.0,2.0,58.0
6807,Uttarahalli,2.0,1125.0,2.0,48.0
6808,Banashankari,1.0,720.0,1.0,60.0
6809,7th Phase JP Nagar,3.0,1460.0,2.0,100.0
6812,Yelachenahalli,2.0,800.0,1.0,30.0
6814,Bhoganhalli,3.0,1760.0,3.0,128.0
6816,HAL 2nd Stage,2.0,600.0,3.0,145.0
6820,Frazer Town,3.0,1706.0,3.0,154.0
6821,BTM Layout,3.0,1600.0,3.0,112.0
6823,Whitefield,3.0,1755.0,3.0,101.0
6824,Hulimavu,2.0,1200.0,2.0,50.0
6825,BEML Layout,2.0,1200.0,2.0,67.0
6828,Sector 7 HSR Layout,3.0,1200.0,4.0,275.0
6829,2nd Phase Judicial Layout,3.0,1300.0,3.0,64.0
6831,Whitefield,4.0,4800.0,5.0,550.0
6832,Mysore Road,2.0,1029.5,2.0,50.855
6833,Raja Rajeshwari Nagar,2.0,1128.0,2.0,40.0
6834,other,2.0,2000.0,2.0,160.0
6835,Panathur,2.0,1210.0,2.0,80.0
6837,Raja Rajeshwari Nagar,2.0,1151.0,2.0,39.0
6842,HRBR Layout,4.0,1200.0,3.0,180.0
6844,Munnekollal,3.0,1750.0,3.0,86.5
6845,Dasanapura,2.0,1163.0,2.0,65.0
6846,7th Phase JP Nagar,3.0,1650.0,3.0,110.0
6848,CV Raman Nagar,2.0,1100.0,2.0,58.0
6849,R.T. Nagar,2.0,1200.0,2.0,60.0
6851,Begur Road,3.0,1933.0,3.0,98.0
6852,Begur Road,2.0,1200.0,2.0,45.6
6854,other,4.0,2679.0,5.0,280.0
6855,Horamavu Banaswadi,2.0,1156.0,2.0,46.9
6857,Kasavanhalli,1.0,770.0,1.0,43.82
6858,Ardendale,3.0,1777.26,3.0,105.0
6859,Kanakpura Road,2.0,1339.0,2.0,85.0
6860,Sarjapur  Road,3.0,3044.0,3.0,183.0
6865,Kothanur,2.0,1075.0,2.0,53.0
6866,Sarjapur  Road,3.0,1163.0,2.0,62.0
6867,TC Palaya,2.0,1200.0,2.0,65.0
6869,Marathahalli,4.0,3090.0,4.0,325.0
6870,Hebbal,2.0,1299.0,2.0,100.0
6872,HRBR Layout,2.0,1170.0,2.0,75.0
6873,JP Nagar,3.0,2195.0,2.0,152.0
6874,Yelahanka,4.0,2600.0,4.0,175.0
6875,KR Puram,2.0,1140.0,2.0,43.32
6876,Kanakpura Road,3.0,1900.0,3.0,125.0
6877,Bommasandra Industrial Area,2.0,1090.0,2.0,31.48
6879,Nagavarapalya,1.0,705.0,1.0,57.0
6880,HBR Layout,2.0,1089.0,2.0,60.0
6882,Kereguddadahalli,2.0,1080.0,2.0,32.0
6883,Thanisandra,2.0,1093.0,2.0,68.1
6884,Banashankari Stage III,3.0,1480.0,3.0,75.48
6885,Hegde Nagar,3.0,1703.0,3.0,125.0
6886,Hebbal,2.0,1200.0,2.0,60.0
6887,Marathahalli,3.0,1690.0,3.0,116.0
6888,Yelahanka,2.0,1305.0,2.0,78.0
6893,Anekal,3.0,1500.0,4.0,99.0
6895,Horamavu Agara,2.0,980.0,2.0,38.19
6896,Hosakerehalli,3.0,1200.0,2.0,100.0
6897,Whitefield,3.0,2225.0,3.0,149.0
6900,Narayanapura,2.0,1153.0,2.0,45.0
6901,Pai Layout,2.0,1175.0,2.0,60.0
6903,Yelahanka New Town,1.0,650.0,1.0,17.0
6905,Billekahalli,2.0,1350.0,3.0,55.0
6908,Chandapura,2.0,800.0,2.0,25.0
6909,Electronic City,4.0,2093.0,4.0,104.0
6910,Uttarahalli,3.0,1320.0,2.0,55.44
6911,Bannerghatta Road,2.0,1275.0,2.0,73.0
6912,Begur Road,2.0,1215.0,2.0,43.13
6913,Kanakapura,2.0,1130.0,2.0,45.2
6914,Begur Road,3.0,1444.0,2.0,71.5
6916,Padmanabhanagar,2.0,1000.0,1.0,90.0
6917,Banashankari Stage II,3.0,1240.0,2.0,59.52
6919,Hennur,2.0,1231.0,2.0,50.0
6920,Benson Town,2.0,1300.0,2.0,120.0
6921,Yeshwanthpur,3.0,1713.0,3.0,110.0
6922,Kogilu,2.0,1200.0,2.0,53.33
6923,Sarjapur  Road,3.0,3004.0,4.0,158.0
6925,Jalahalli,2.0,790.0,2.0,49.5
6926,Koramangala,3.0,1744.0,3.0,200.0
6927,other,3.0,1605.0,3.0,100.0
6928,Whitefield,2.0,1250.0,2.0,82.0
6929,Malleshwaram,3.0,2476.0,3.0,337.0
6930,Subramanyapura,3.0,1260.0,2.0,76.0
6932,Yelahanka,2.0,1180.0,2.0,56.0
6934,Electronic City,2.0,1025.0,2.0,53.9
6935,Sarjapur  Road,3.0,1877.0,4.0,150.0
6936,Lakshminarayana Pura,3.0,1649.0,3.0,150.0
6938,Hennur,5.0,2500.0,5.0,125.0
6939,other,3.0,1542.0,3.0,98.0
6940,Thigalarapalya,2.0,1418.0,2.0,105.0
6942,Chandapura,2.0,1200.0,2.0,65.0
6944,Green Glen Layout,3.0,1680.0,4.0,95.0
6945,Old Madras Road,2.0,1171.0,2.0,72.0
6946,Tumkur Road,2.0,1027.0,2.0,68.62
6947,Shampura,3.0,1700.0,3.0,75.0
6948,Kanakapura,2.0,1090.0,2.0,38.15
6949,Hennur Road,2.0,1232.0,2.0,74.0
6950,Anekal,2.0,766.0,2.0,28.0
6952,Kanakpura Road,1.0,525.0,1.0,27.0
6955,Choodasandra,3.0,1254.0,2.0,65.0
6957,Kanakpura Road,3.0,1593.0,3.0,118.0
6959,other,3.0,1100.0,3.0,110.0
6961,Ardendale,3.0,1650.0,3.0,82.0
